date,sender_id,text,sentiment,stock_mentions,message_length,has_url
2024-11-29 10:06:19+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy sensex 79600 ce above 160 trg 250-350-500 sl 70 update 1 -- 190 update 2 -- 220 high -- 240 80k++ profit running on just 1000 quantity can see investment almost double in single trade,Positive,"sensex, nse",222,0
2024-11-29 10:06:19+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy sensex 79600 ce above 160 trg 250-350-500 sl 70 update 1 -- 190 update 2 -- 220 safe traders can book rest trailing sl ✅,Positive,"sensex, nse",159,0
2024-11-29 10:06:19+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy sensex 79600 ce above 160 trg 250-350-500 sl 70 update 1 -- 190 safe traders can book rest trailing sl ✅,Positive,"sensex, nse",143,0
2024-11-29 10:06:19+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy sensex 79600 ce above 160 trg 250-350-500 sl 70,Neutral,"sensex, nse",86,0
2024-11-29 08:27:10+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 814 trg 830-845 sl paid update 1 -- 822 trg 1 -- 830 high -- 833 safe traders can book rest trailing sl ✅,Positive,None,145,0
2024-11-29 08:27:10+00:00,-1002181950606,chala dekho market bss yhi power hai hamare cals ki,Neutral,None,51,0
2024-11-29 08:27:10+00:00,-1002181950606,ready ho jao ek aur bumper trade ke liye aur paisa banane ke liye pay now & join now,Positive,None,84,0
2024-11-29 05:29:56+00:00,-1002181950606,dekhne bala dekhta reh gya trade krne bale ne trade krke bada paisa ban liya,Neutral,None,76,0
2024-11-29 05:29:56+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy sensex 79200 ce above 290 trg 500-700 sl paid trg 1 -- 500 trg 2 -- 700 high -- 791 all trg hit can book full 4.1l++ profit on just 1000 quantity can see investment more then double in single trade,Positive,"sensex, nse",236,0
2024-11-29 05:29:56+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 52300 ce above 807 trg 890-990-1090 sl 703 update 1 -- 850 trg 1 -- 890 high -- 900 safe traders can book rest trailing sl ✅,Positive,None,163,0
2024-11-29 05:29:56+00:00,-1002181950606,stock option lovers ❤️❤️ buy bajfinance 6700 ce above 120 trg 170-230 sl paid update 1 -- 135 update 2 -- 150 safe traders can book rest trailing sl ✅,Positive,None,150,0
2024-11-29 05:29:56+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 23900 ce above 250 trg 350-450-550 sl paid update 1 -- 300 trg 1 -- 350 update 3 -- 373 1.2l++ profit running on just 1000 quantity can see investment growing faster,Neutral,None,210,0
2024-11-29 05:29:56+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 52300 ce above 807 trg 890-990-1090 sl 703,Neutral,None,81,0
2024-11-29 05:29:56+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy sensex 79200 ce above 290 trg 500-700 sl paid update 1 -- 400 trg 1 -- 500 high -- 600 3.1l++ profit running on just 1000 quantity can see investment double in single trade,Positive,"sensex, nse",211,0
2024-11-29 05:29:56+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 814 trg 830-845 sl paid update 1 -- 820 update 2 -- 824 high -- 828.40 safe traders can book rest trailing sl ✅,Positive,None,151,0
2024-11-29 05:29:56+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 23900 ce above 250 trg 350-450-550 sl paid update 1 -- 270 update 2 -- 230 update 3 -- 335 safe traders can book rest trailing sl ✅,Positive,None,176,0
2024-11-29 05:29:55+00:00,-1002181950606,new hero zero trade giving in paid channel risk 4k & profit 40k ready pay now get entry levels,Positive,None,94,0
2024-11-29 04:05:23+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy sensex 79200 ce above 290 trg 500-700 sl paid update 1 -- 400 trg 1 -- 500 high -- 570 2.8l++ profit running on just 1000 quantity can see investment double in single trade,Positive,"sensex, nse",211,0
2024-11-29 04:05:23+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 23900 ce above 250 trg 350-450-550 sl paid update 1 -- 270 update 2 -- 290 update 3 -- 317 safe traders can book rest trailing sl ✅,Positive,None,176,0
2024-11-29 04:05:23+00:00,-1002181950606,stock option lovers ❤️❤️ buy bajfinance 6700 ce above 120 trg 170-230 sl paid update 1 -- 135 safe traders can book rest trailing sl ✅,Positive,None,134,0
2024-11-29 04:05:23+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy sensex 79200 ce above 290 trg 500-700 sl paid update 1 -- 400 trg 1 -- 500 high -- 500 2.1l++ profit running on just 1000 quantity can see investment almost double in single trade,Positive,"sensex, nse",218,0
2024-11-29 04:05:23+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 23900 ce above 250 trg 350-450-550 sl paid update 1 -- 270 update 2 -- 290 safe traders can book rest trailing sl ✅,Positive,None,160,0
2024-11-29 04:05:23+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy sensex 79200 ce above 290 trg 500-700 sl paid update 1 -- 360 update 2 -- 430 safe traders can book rest trailing sl ✅,Positive,"sensex, nse",157,0
2024-11-29 04:05:23+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 23900 ce above 250 trg 350-450-550 sl paid update 1 -- 270 safe traders can book rest trailing sl ✅,Positive,None,144,0
2024-11-29 04:05:23+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy sensex 79200 ce above 290 trg 500-700 sl paid update 1 -- 360 safe traders can book rest trailing sl ✅,Positive,"sensex, nse",141,0
2024-11-29 04:05:23+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 814 trg 830-845 sl paid update 1 -- 820 safe traders can book rest trailing sl ✅,Positive,None,120,0
2024-11-29 04:05:23+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 52700 ce above 670 trg 850-990 sl paid update 1 -- 720 safe traders can book rest trailing sl ✅,Positive,None,134,0
2024-11-29 04:05:23+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 23900 ce above 250 trg 350-450-550 sl paid,Neutral,None,87,0
2024-11-29 04:05:23+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy sensex 79200 ce above 290 trg 500-700 sl paid,Neutral,"sensex, nse",84,0
2024-11-29 04:05:23+00:00,-1002181950606,stock option lovers ❤️❤️ buy bajfinance 6700 ce above 120 trg 170-230 sl paid,Neutral,None,77,0
2024-11-29 04:05:23+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 814 trg 830-845 sl paid,Neutral,None,63,0
2024-11-29 04:05:22+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 52700 ce above 670 trg 850-990 sl paid,Neutral,None,77,0
2024-11-29 03:06:15+00:00,-1002181950606,good morning,Positive,None,12,0
2024-11-28 07:07:04+00:00,-1002181950606,new hero zero trade with 4k risk & 40k profit ready pay now get entry levels,Positive,None,76,0
2024-11-28 05:37:02+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 52700 ce above 740 trg 900-1100-1300 sl paid update 1 -- 790 safe traders can book rest trailing sl ✅,Positive,None,140,0
2024-11-28 05:37:02+00:00,-1002181950606,index option lovers ❤️❤️ buy nifty 24000 ce above 130 trg 260-400-550 sl paid update 1 -- 160 safe traders can book rest trailing sl ✅,Positive,None,134,0
2024-11-28 05:15:45+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 52700 ce above 740 trg 900-1100-1300 sl paid,Neutral,None,83,0
2024-11-28 05:15:08+00:00,-1002181950606,index option lovers ❤️❤️ buy nifty 24000 ce above 130 trg 260-400-550 sl paid,Neutral,None,77,0
2024-11-28 05:07:42+00:00,-1002181950606,new hero zero trade with 4k risk & 40k profit ready pay now get entry levels,Positive,None,76,0
2024-11-28 05:07:42+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 24300 ce above 65 trg 130-200-300 sl paid update 1 -- 80 update 2 -- 100 35k++ profit running on just 1000 quantity can see investment almost double in single trade,Negative,None,209,0
2024-11-28 05:07:42+00:00,-1002181950606,index option lovers ❤️❤️ buy nifty 24100 ce above 220 trg 350-500-600 sl paid update 1 -- 260 safe traders can book rest trailing sl ✅,Positive,None,134,0
2024-11-28 05:07:42+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 820 trg 835-850 sl paid update 1 -- 825 update 2 -- 827 safe traders can book rest trailing sl ✅,Positive,None,136,0
2024-11-28 05:07:42+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 24300 ce above 65 trg 130-200-300 sl paid update 1 -- 80 safe traders can book rest trailing sl ✅,Positive,None,142,0
2024-11-28 05:07:42+00:00,-1002181950606,stock option lovers ❤️❤️ buy bajfinance 6700 ce above 190 trg 270-340-450 sl paid update 1 -- 208 safe traders can book rest trailing sl ✅,Positive,None,138,0
2024-11-28 05:07:42+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 820 trg 835-850 sl paid update 1 -- 825 safe traders can book rest trailing sl ✅,Positive,None,120,0
2024-11-28 03:53:30+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 24300 ce above 65 trg 130-200-300 sl paid,Neutral,None,86,0
2024-11-28 03:53:30+00:00,-1002181950606,stock option lovers ❤️❤️ buy bajfinance 6700 ce above 190 trg 270-340-450 sl paid,Neutral,None,81,0
2024-11-28 03:53:30+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 820 trg 835-850 sl paid,Neutral,None,63,0
2024-11-28 03:53:30+00:00,-1002181950606,index option lovers ❤️❤️ buy nifty 24100 ce above 220 trg 350-500-600 sl paid,Neutral,None,77,0
2024-11-28 03:53:30+00:00,-1002181950606,jackpot trade will be shared in paid channel only today,Neutral,None,55,0
2024-11-28 03:14:50+00:00,-1002181950606,good morning,Positive,None,12,0
2024-11-27 16:35:36+00:00,-1002181950606,& : //+ %-% : /- ( ),Negative,None,20,0
2024-11-27 16:35:36+00:00,-1002181950606,,Neutral,None,0,0
2024-11-27 07:48:15+00:00,-1002181950606,"today's best offer bitcoins double money paytm//google pay/phonepe doubling ₹3000/- and get ₹ 10,000/- ₹5000/- and get ₹ 20,000/- ₹10000/- and get ₹30,000/- ₹15000/- and get ₹45,000/- ₹20000/- and get ₹60,000/- ₹30000/- and get ₹90,000/- ₹50000/- and get ₹1.5 lac... money will be credited in your account under 30-45 minutes.",Positive,itc,326,0
2024-11-27 07:48:14+00:00,-1002181950606,new joining start,Positive,None,17,0
2024-11-27 06:34:53+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 51800 ce above 420 trg 620-860-950 sl paid update 1 -- 510 trg 1-- 620 high -- 650 safe traders can book rest trailing sl ✅,Positive,None,162,0
2024-11-27 06:34:13+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 51800 ce above 400 trg 650-850 sl paid update 1 -- 480 trg 1 -- 650 high -- 743 safe traders can book rest trailing sl ✅,Positive,None,159,0
2024-11-27 06:31:17+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 51800 ce above 420 trg 620-860-950 sl paid update 1 -- 480 update 2 -- 520 high -- 600 safe traders can book rest trailing sl ✅,Positive,None,166,0
2024-11-27 06:31:17+00:00,-1002181950606,new hero zero banknifty expiry trade giving to paid channel pay now get entry levels risk 4k profit 40k ready,Positive,None,109,0
2024-11-27 05:59:12+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 51800 ce above 420 trg 620-860-950 sl paid update 1 -- 480 update 2 -- 520 safe traders can book rest trailing sl ✅,Positive,None,154,0
2024-11-27 05:31:52+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 51800 ce above 420 trg 620-860-950 sl paid update 1 -- 480 safe traders can book rest trailing sl ✅,Positive,None,138,0
2024-11-27 05:31:52+00:00,-1002181950606,new hero zero banknifty expiry trade giving to paid channel pay now get entry levels risk 4k profit 40k ready,Positive,None,109,0
2024-11-27 05:31:52+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 51800 ce above 420 trg 620-860-950 sl paid,Neutral,None,81,0
2024-11-27 05:31:52+00:00,-1002181950606,bss yhi conviction & power hota hai hamare trades me,Neutral,None,52,0
2024-11-27 05:31:52+00:00,-1002181950606,expiry special hero zero index option lovers ❤️❤️ buy banknifty 52300 ce above 100 trg 180-260-360 sl paid update 1 -- 140 trg 1 -- 180 high -- 184 80k++ profit running on just 1000 quantities can see investment almost double in single trade,Positive,None,241,0
2024-11-27 05:31:52+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 51800 ce above 400 trg 650-850 sl paid update 1 -- 480 update 2 -- 550 safe traders can book rest trailing sl ✅,Positive,None,150,0
2024-11-27 05:31:52+00:00,-1002181950606,expiry special hero zero index option lovers ❤️❤️ buy banknifty 52300 ce above 100 trg 180-260-360 sl paid update 1 -- 140 safe traders can book rest trailing sl ✅,Positive,None,163,0
2024-11-27 05:31:52+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 24150 ce above 130 trg 220-300-400 sl paid update 1 -- 150 safe traders can book rest trailing sl ✅,Positive,None,144,0
2024-11-27 05:31:52+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 824 trg 840-860 sl paid update 1 -- 826 safe traders can book rest trailing sl ✅,Positive,None,120,0
2024-11-27 05:31:51+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 51800 ce above 400 trg 650-850 sl paid update 1 -- 480 safe traders can book rest trailing sl ✅,Positive,None,134,0
2024-11-27 05:31:51+00:00,-1002181950606,expiry special hero zero index option lovers ❤️❤️ buy banknifty 52300 ce above 100 trg 180-260-360 sl paid,Positive,None,106,0
2024-11-27 05:31:51+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 24150 ce above 130 trg 220-300-400 sl paid,Neutral,None,87,0
2024-11-27 05:31:51+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 824 trg 840-860 sl paid,Neutral,None,63,0
2024-11-27 05:31:51+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 51800 ce above 400 trg 650-850 sl paid,Neutral,None,77,0
2024-11-27 05:31:22+00:00,-1002181950606,good morning,Positive,None,12,0
2024-11-26 17:09:58+00:00,-1002181950606,71 lacs+++ profit booked,Neutral,None,24,0
2024-11-26 08:02:08+00:00,-1002181950606,with fees refund challenge new hero zero trade giving risk 4k & profit 40k ready pay now get entry levels,Positive,None,105,0
2024-11-26 06:13:48+00:00,-1002181950606,hero zero index lovers ❤️❤️ buy finnifty 23950 ce above 75 trg 160-230-300 sl paid update 1 -- 100 safe traders can book rest trailing sl ✅,Positive,None,139,0
2024-11-26 06:13:48+00:00,-1002181950606,keek buying on dips we may get big rewards today,Neutral,None,48,0
2024-11-26 06:13:48+00:00,-1002181950606,hero zero index lovers ❤️❤️ buy finnifty 23950 ce above 75 trg 160-230-300 sl paid,Neutral,None,82,0
2024-11-26 06:13:48+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 52400 pe above 370 trg 450-600-700 sl 280 update 1 -- 410 trg 1 -- 450 high -- 511 safe traders can book rest trailing sl ✅,Positive,None,162,0
2024-11-26 06:13:48+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 52400 pe above 370 trg 450-600-700 sl 280,Neutral,None,80,0
2024-11-26 06:13:48+00:00,-1002181950606,hero zero index lovers ❤️❤️ buy finnifty 24050 ce above 72 trg 160-230-300 sl paid update 1 -- 85 safe traders can book rest trailing sl ✅,Positive,None,138,0
2024-11-26 06:13:48+00:00,-1002181950606,hero zero index lovers ❤️❤️ buy finnifty 24050 ce above 72 trg 160-230-300 sl paid,Neutral,None,82,0
2024-11-26 06:13:48+00:00,-1002181950606,hero zero index lovers ❤️❤️ buy finnifty 24100 ce above 90 trg 160-230-300 sl paid update 1 -- 110 update 2 -- 130 safe traders can book rest trailing sl ✅,Positive,None,155,0
2024-11-26 06:13:48+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 51900 ce above 500 trg 700-900 sl paid update 1 -- 540 update 2 -- 580 safe traders can book rest trailing sl ✅,Positive,None,150,0
2024-11-26 06:13:48+00:00,-1002181950606,hero zero index lovers ❤️❤️ buy finnifty 24100 ce above 90 trg 160-230-300 sl paid update 1 -- 110 safe traders can book rest trailing sl ✅,Positive,None,139,0
2024-11-26 06:13:48+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 822 trg 835-850 sl paid update 1 -- 826 update 2 -- 829.75 high -- 832 safe traders can book rest trailing sl ✅,Positive,None,151,0
2024-11-26 06:13:48+00:00,-1002181950606,stock option lovers ❤️❤️ buy maruti 10900 ce above 150 trg 230-300 sl paid update 1 -- 180 update 2 -- 210 safe traders can book rest trailing sl ✅,Positive,maruti,147,0
2024-11-26 06:13:48+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 822 trg 835-850 sl paid update 1 -- 826 update 2 -- 829.75 safe traders can book rest trailing sl ✅,Positive,None,139,0
2024-11-26 06:13:48+00:00,-1002181950606,stock option lovers ❤️❤️ buy maruti 10900 ce above 150 trg 230-300 sl paid update 1 -- 180 safe traders can book rest trailing sl ✅,Positive,maruti,131,0
2024-11-26 06:13:47+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 822 trg 835-850 sl paid update 1 -- 826 safe traders can book rest trailing sl ✅,Positive,None,120,0
2024-11-26 06:13:47+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 51900 ce above 500 trg 700-900 sl paid update 1 -- 540 safe traders can book rest trailing sl ✅,Positive,None,134,0
2024-11-26 06:13:47+00:00,-1002181950606,upper bale trade lelo abhi bhi muka hai bada paisa ban jaygab,Neutral,None,61,0
2024-11-26 06:13:47+00:00,-1002181950606,hero zero index lovers ❤️❤️ buy finnifty 24100 ce above 90 trg 160-230-300 sl paid,Neutral,None,82,0
2024-11-26 06:13:47+00:00,-1002181950606,stock option lovers ❤️❤️ buy maruti 10900 ce above 150 trg 230-300 sl paid,Neutral,maruti,74,0
2024-11-26 06:13:47+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 822 trg 835-850 sl paid,Neutral,None,63,0
2024-11-26 06:13:47+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 51900 ce above 500 trg 700-900 sl paid,Neutral,None,77,0
2024-11-26 06:13:08+00:00,-1002181950606,good morning,Positive,None,12,0
2024-11-25 09:26:14+00:00,-1002181950606,index option lovers ❤️❤️ buy midcap 12450 ce above 80 trg 150-220-350 sl 30 update 1 -- 100 update 2 -- 120 high -- 135 55k++ profit running on just 1000 quantity can see investment growing faster,Positive,midcap,196,0
2024-11-25 09:26:14+00:00,-1002181950606,index option lovers ❤️❤️ buy midcap 12450 ce above 80 trg 150-220-350 sl 30,Neutral,midcap,75,0
2024-11-25 09:26:14+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 51900 ce above 400 trg 500-600-800 sl 300 update 1 -- 450 trg 1 -- 500 high -- 572 safe traders can book rest trailing sl ✅,Positive,None,162,0
2024-11-25 09:26:13+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 52000 ce above 400 trg 480-580-700 sl 300 update 1 -- 440 trg 1 -- 480 high -- 510 safe traders can book rest trailing sl ✅,Positive,None,162,0
2024-11-25 09:26:13+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 51900 ce above 400 trg 500-600-800 sl 300,Neutral,None,80,0
2024-11-25 09:26:13+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 52000 ce above 400 trg 480-580-700 sl 300,Neutral,None,80,0
2024-11-25 03:45:09+00:00,-1002181950606,good morning,Positive,None,12,0
2024-11-22 07:31:18+00:00,-1002181950606,"today's best offer bitcoins double money paytm//google pay/phonepe doubling ₹3000/- and get ₹ 10,000/- ₹5000/- and get ₹ 20,000/- ₹10000/- and get ₹30,000/- ₹15000/- and get ₹45,000/- ₹20000/- and get ₹60,000/- ₹30000/- and get ₹90,000/- ₹50000/- and get ₹1.5 lac... money will be credited in your account under 30-45 minutes.",Positive,itc,326,0
2024-11-22 07:31:17+00:00,-1002181950606,new joining start,Positive,None,17,0
2024-11-22 07:29:59+00:00,-1002181950606,sensex expiry special pure hero zero calls posting in paid channel pay now get entry levels risk 4k & profit 40k ready,Positive,"sensex, nse",118,0
2024-11-22 07:29:59+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy sensex 77700 ce above 230 trg 300-400-500 sl 130 trg-1-300 trg-2-400 trg-3-500 high-694 safe traders can book rest trailing sl,Positive,"sensex, nse",165,0
2024-11-22 07:29:59+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50500 ce above 500 trg 600-700-800 sl 400 trg 1 -- 600 trg 2 -- 700 trg 3-- 800 high -- 800 safe traders can book rest trailing sl ✅️,Positive,None,172,0
2024-11-22 07:29:59+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50600 ce above 460 trg 600-700-800 sl 350 update-1-550 trg -1-600 trg-2-700 hig-- 728 safe traders can book rest trailing sl,Positive,None,163,0
2024-11-22 07:29:59+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50600 ce above 460 trg 600-700-800 sl 350 update -1-550 high-586 safe traders can book rest trailing sl,Positive,None,142,0
2024-11-22 07:29:59+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50600 ce above 460 trg 600-700-800 sl 350,Neutral,None,80,0
2024-11-22 05:42:22+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50500 ce above 500 trg 600-700-800 sl 400 trg 1 -- 600 trg 2 -- 700 high -- 740 safe traders can book rest trailing sl ✅,Positive,None,159,0
2024-11-22 05:42:22+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy sensex 77700 ce above 230 trg 300-400-500 sl 130 trg-1-300 trg-2-400 trg-3-500 high-551 safe traders can book rest trailing sl,Positive,"sensex, nse",165,0
2024-11-22 05:42:22+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy sensex 77700 ce above 230 trg 300-400-500 sl 130,Neutral,"sensex, nse",87,0
2024-11-22 05:42:22+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50500 ce above 500 trg 600-700-800 sl 400 trg 1 -- 600 trg 2 -- 700 high -- 722 safe traders can book rest trailing sl ✅,Positive,None,159,0
2024-11-22 05:42:22+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50500 ce above 500 trg 600-700-800 sl 400 update 1 -- 550 trg 1 -- 600 high -- 619 safe traders can book rest trailing sl ✅,Positive,None,162,0
2024-11-22 05:42:21+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50500 ce above 500 trg 600-700-800 sl 400,Neutral,None,80,0
2024-11-22 05:42:21+00:00,-1002181950606,good morning,Positive,None,12,0
2024-11-21 08:57:51+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 754 trg 770-788 sl paid update 1 -- 762 trg 1 -- 770 high -- 781 safe traders can book rest trailing sl ✅,Positive,None,145,0
2024-11-21 08:57:51+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50100 ce above 450 trg 700-900 sl paid update 1 -- 550 trg 1 -- 700 high -- 766 safe traders can book rest trailing sl ✅,Positive,None,159,0
2024-11-21 08:57:50+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50300 ce above 430 trg 700-900 sl paid update 1 -- 500 update 2 -- 560 high -- 637 safe traders can book rest trailing sl ✅,Positive,None,162,0
2024-11-21 08:57:50+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50300 ce above 430 trg 700-900 sl paid update 1 -- 500 update 2 -- 560 safe traders can book rest trailing sl ✅,Positive,None,150,0
2024-11-21 08:57:50+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50100 ce above 450 trg 700-900 sl paid update 1 -- 500 update 2 -- 560 high -- 678 safe traders can book rest trailing sl ✅,Positive,None,162,0
2024-11-21 08:57:50+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 754 trg 770-788 sl paid update 1 -- 762 trg 1 -- 770 high -- 776.60 safe traders can book rest trailing sl ✅,Positive,None,148,0
2024-11-21 08:57:50+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50100 ce above 450 trg 700-900 sl paid update 1 -- 500 update 2 -- 560 high -- 620 safe traders can book rest trailing sl ✅,Positive,None,162,0
2024-11-21 08:57:50+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50100 ce above 450 trg 700-900 sl paid update 1 -- 500 update 2 -- 560 safe traders can book rest trailing sl ✅,Positive,None,150,0
2024-11-21 08:57:50+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 754 trg 770-788 sl paid update 1 -- 762 trg 1 -- 770 high -- 773 safe traders can book rest trailing sl ✅,Positive,None,145,0
2024-11-21 05:40:31+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50100 ce above 450 trg 700-900 sl paid update 1 -- 500 update 2 -- 530 safe traders can book rest trailing sl ✅,Positive,None,150,0
2024-11-21 05:12:24+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 23250 ce above 78 trg 160-240-320 sl paid update 1 -- 98 safe traders can book rest trailing sl ✅,Positive,None,142,0
2024-11-21 05:12:24+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50100 ce above 450 trg 700-900 sl paid update 1 -- 500 safe traders can book rest trailing sl ✅,Positive,None,134,0
2024-11-21 05:12:24+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 23250 ce above 78 trg 160-240-320 sl paid,Neutral,None,86,0
2024-11-21 05:12:24+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50100 ce above 450 trg 700-900 sl paid,Neutral,None,77,0
2024-11-21 05:12:24+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 23350 ce above 80 trg 160-240-320 sl paid update 1 -- 100 safe traders can book rest trailing sl ✅,Positive,None,143,0
2024-11-21 05:12:24+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 754 trg 770-788 sl paid update 1 -- 760 safe traders can book rest trailing sl ✅,Positive,None,120,0
2024-11-21 05:12:24+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50300 ce above 430 trg 700-900 sl paid update 1 -- 500 safe traders can book rest trailing sl ✅,Positive,None,134,0
2024-11-21 05:12:24+00:00,-1002181950606,upper bale trade lelo abhi bhi bol rha hu bada paisa ban jayga,Neutral,None,62,0
2024-11-21 05:12:24+00:00,-1002181950606,hero zero index option lovers ❤️❤️ buy nifty 23350 ce above 80 trg 160-240-320 sl paid,Neutral,None,86,0
2024-11-21 05:12:24+00:00,-1002181950606,future lovers ❤️❤️ buy dlf future above 754 trg 770-788 sl paid,Neutral,None,63,0
2024-11-21 05:12:24+00:00,-1002181950606,stock option lovers ❤️❤️ buy maruti 11000 ce above 130 trg 200-270 sl paid,Neutral,maruti,74,0
2024-11-21 05:12:24+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50300 ce above 430 trg 700-900 sl paid,Neutral,None,77,0
2024-11-21 05:12:24+00:00,-1002181950606,today nifty expiry we are experts in hero zero calls with % accuracy pay now get added now,Neutral,None,90,0
2024-11-21 05:12:04+00:00,-1002181950606,good morning,Positive,None,12,0
2024-11-20 03:33:51+00:00,-1002181950606,good morning,Positive,None,12,0
2024-11-19 09:46:09+00:00,-1002181950606,btst index option lovers ❤️❤️ buy nifty 23350 ce above 210 trg 350-500-650 sl paid,Neutral,None,82,0
2024-11-19 09:46:09+00:00,-1002181950606,btst given with premium members pay now get entry levels,Neutral,None,56,0
2024-11-19 09:46:09+00:00,-1002181950606,index option lovers ❤️❤️ buy banknifty 50500 ce above 500 trg 700-900 sl paid update 1 -- 600 trg 1 -- 700 high -- 775 safe traders can book rest trailing sl ✅,Positive,None,159,0
